(RODA 2 COM O CIRCUITO DA RODA 1)
PWM    RPM R1    RPM R2    RPM R3
100PWM    RPM R1    RPM R2    RPM R3
40    1079    0    0
40    1087    0    0
40    1087    0    0
40    1085    0    0
40    1080    0    0
40    1086    0    0
40    1082    0    0
40    1086    0    0
40    1083    0    0
40    1084    0    0
40    1085    0    0
40    1084    0    0
40    1083    0    0
40    1087    0    0
40    1085    0    0
40    1085    0    0
40    1087    0    0
40    1086    0    0
40    1086    0    0
40    0    0    0
40    1093    0    0
40    1120    0    0
40    1086    0    0
40    1111    0    0
40    1080    0    0
40    1093    0    0
40    1096    0    0
40    1096    0    0
40    1095    0    0
40    1099    0    0
40    1097    0    0
40    1091    0    0
40    1086    0    0
40    1095    0    0
40    1097    0    0
40    1093    0    0
40    1089    0    0
40    1094    0    0
40    1090    0    0
40    1087    0    0
40    1082    0    0
40    1085    0    0
40    1083    0    0
40    1083    0    0
40    1086    0    0
40    1084    0    0
40    1087    0    0
40    1086    0    0
40    1088    0    0
40    1087    0    0
40    0    0    0
40    1166    0    0
40    1093    0    0
40    1111    0    0
40    1093    0    0
40    1107    0    0
40    1093    0    0
40    1093    0    0
40    1104    0    0
40    1103    0    0
40    1090    0    0
40    1095    0    0
40    1102    0    0
40    1098    0    0
40    1096    0    0
40    1097    0    0
40    1097    0    0
40    1099    0    0
40    1093    0    0
40    1096    0    0
40    1094    0    0
40    1098    0    0
40    1101    0    0
40    1093    0    0
40    1098    0    0
40    1098    0    0
40    1095    0    0
40    1099    0    0
40    1093    0    0
40    1093    0    0
40    0    0    0
40    1250    0    0
40    1166    0    0
40    1111    0    0
40    1111    0    0
40    1107    0    0
40    1093    0    0
40    1116    0    0
40    1104    0    0
40    1103    0    0
40    1104    0    0
40    1109    0    0
40    1098    0    0
40    1096    0    0
40    1096    0    0
40    1098    0    0
40    1097    0    0
40    1093    0    0
40    1097    0    0
40    1097    0    0
40    1096    0    0
40    1094    0    0
40    1091    0    0
40    1089    0    0
40    1088    0    0
40    1086    0    0
40    1090    0    0
40    1087    0    0
40    1085    0    0
40    1085    0    0
40    1082    0    0
40    0    0    0
40    1111    0    0
40    1071    0    0
40    1100    0    0
40    1082    0    0
40    1071    0    0
40    1075    0    0
40    1062    0    0
40    1071    0    0
40    1057    0    0
40    1062    0    0
40    1069    0    0
40    1062    0    0
40    1059    0    0
40    1059    0    0
40    1067    0    0
40    1067    0    0
40    1060    0    0
40    1066    0    0
40    1064    0    0
40    1062    0    0
40    1062    0    0
40    1062    0    0
40    1061    0    0
40    1059    0    0
40    1059    0    0
40    1065    0    0
40    1061    0    0
40    1062    0    0
40    1060    0    0
40    0    0    0
40    1093    0    0
40    1060    0    0
40    1100    0    0
40    1082    0    0
40    1079    0    0
40    1061    0    0
40    1068    0    0
40    1063    0    0
40    1066    0    0
40    1056    0    0
40    1073    0    0
40    1062    0    0
40    1071    0    0
40    1062    0    0
40    1070    0    0
40    1067    0    0
40    1060    0    0
40    1066    0    0
40    1064    0    0
40    1062    0    0
40    1061    0    0
40    1063    0    0
40    1059    0    0
40    1066    0    0
40    1061    0    0
40    1065    0    0
40    1061    0    0
40    1066    0    0
40    1064    0    0
40    0    0    0
40    972    0    0
40    1029    0    0
40    1029    0    0
40    1060    0    0
40    1071    0    0
40    1050    0    0
40    1068    0    0
40    1063    0    0
40    1066    0    0
40    1054    0    0
40    1059    0    0
40    1062    0    0
40    1055    0    0
40    1059    0    0
40    1055    0    0
40    1062    0    0
40    1068    0    0
40    1061    0    0
40    1064    0    0
40    1069    0    0
40    1069    0    0
40    1069    0    0
40    1068    0    0
40    1066    0    0
40    1067    0    0
40    1071    0    0
40    1069    0    0
40    1072    0    0
40    1071    0    0
40    0    0    0
40    1111    0    0
40    1093    0    0
40    1071    0    0
40    1093    0    0
40    1080    0    0
40    1071    0    0
40    1074    0    0
40    1084    0    0
40    1071    0    0
40    1075    0    0
40    1071    0    0
40    1078    0    0
40    1077    0    0
40    1082    0    0
40    1078    0    0
40    1076    0    0
40    1081    0    0
40    1080    0    0
40    1075    0    0
40    1080    0    0
40    1075    0    0
40    1074    0    0
40    1073    0    0
40    1074    0    0
40    1077    0    0
40    1077    0    0
40    1077    0    0
40    1077    0    0
40    1074    0    0
40    1074    0    0
40    0    0    0
40    1176    0    0
40    1102    0    0
40    1084    0    0
40    1082    0    0
40    1075    0    0
40    1064    0    0
40    1068    0    0
40    1071    0    0
40    1083    0    0
40    1069    0    0
40    1067    0    0
40    1075    0    0
40    1073    0    0
40    1072    0    0
40    1070    0    0
40    1067    0    0
40    1073    0    0
40    1066    0    0
40    1072    0    0
40    1070    0    0
40    1070    0    0
40    1072    0    0
40    1077    0    0
40    1075    0    0
40    1073    0    0
40    1077    0    0
40    1077    0    0
60    1076    0    0
60    1074    0    0
60    0    0    0
60    1176    0    0
60    1136    0    0
60    1150    0    0
60    1142    0    0
60    1144    0    0
60    1142    0    0
60    1163    0    0
60    1155    0    0
60    1160    0    0
60    1152    0    0
60    1161    0    0
60    1163    0    0
60    1163    0    0
60    1165    0    0
60    1170    0    0
60    1165    0    0
60    1170    0    0
60    1170    0    0
60    1178    0    0
60    1179    0    0
60    1174    0    0
60    1174    0    0
60    1175    0    0
60    1172    0    0
60    1175    0    0
60    1177    0    0
60    1177    0    0
60    1177    0    0
60    1177    0    0
60    1182    0    0
60    0    0    0
60    1111    0    0
60    1148    0    0
60    1200    0    0
60    1195    0    0
60    1190    0    0
60    1189    0    0
60    1196    0    0
60    1194    0    0
60    1192    0    0
60    1190    0    0
60    1182    0    0
60    1181    0    0
60    1186    0    0
60    1182    0    0
60    1190    0    0
60    1189    0    0
60    1174    0    0
60    1171    0    0
60    1171    0    0
60    1167    0    0
60    1172    0    0
60    1171    0    0
60    1171    0    0
60    1172    0    0
60    1175    0    0
60    1180    0    0
60    1177    0    0
60    1177    0    0
60    1177    0    0
60    0    0    0
60    1250    0    0
60    1209    0    0
60    1197    0    0
60    1210    0    0
60    1203    0    0
60    1185    0    0
60    1196    0    0
60    1183    0    0
60    1182    0    0
60    1189    0    0
60    1195    0    0
60    1200    0    0
60    1191    0    0
60    1190    0    0
60    1194    0    0
60    1189    0    0
60    1188    0    0
60    1195    0    0
60    1190    0    0
60    1193    0    0
60    1189    0    0
60    1192    0    0
60    1197    0    0
60    1193    0    0
60    1195    0    0
60    1195    0    0
60    1194    0    0
60    1199    0    0
60    1195    0    0
60    1197    0    0
60    0    0    0
60    1093    0    0
60    1136    0    0
60    1200    0    0
60    1194    0    0
60    1191    0    0
60    1189    0    0
60    1195    0    0
60    1193    0    0
60    1191    0    0
60    1197    0    0
60    1195    0    0
60    1193    0    0
60    1192    0    0
60    1186    0    0
60    1190    0    0
60    1184    0    0
60    1188    0    0
60    1192    0    0
60    1194    0    0
60    1189    0    0
60    1189    0    0
60    1195    0    0
60    1191    0    0
60    1190    0    0
60    1193    0    0
60    1195    0    0
60    1194    0    0
60    1190    0    0
60    1195    0    0
60    0    0    0
60    1071    0    0
60    1129    0    0
60    1153    0    0
60    1210    0    0
60    1156    0    0
60    1159    0    0
60    1162    0    0
60    1165    0    0
60    1173    0    0
60    1152    0    0
60    1146    0    0
60    1154    0    0
60    1151    0    0
60    1158    0    0
60    1159    0    0
60    1164    0    0
60    1166    0    0
60    1161    0    0
60    1162    0    0
60    1163    0    0
60    1167    0    0
60    1168    0    0
60    1165    0    0
60    1171    0    0
60    1171    0    0
60    1168    0    0
60    1174    0    0
60    1174    0    0
60    1175    0    0
60    1172    0    0
60    0    0    0
60    1111    0    0
60    1166    0    0
60    1173    0    0
60    1194    0    0
60    1187    0    0
60    1175    0    0
60    1173    0    0
60    1173    0    0
60    1183    0    0
60    1182    0    0
60    1187    0    0
60    1186    0    0
60    1185    0    0
60    1185    0    0
60    1189    0    0
60    1188    0    0
60    1187    0    0
60    1182    0    0
60    1186    0    0
60    1185    0    0
60    1185    0    0
60    1184    0    0
60    1187    0    0
60    1183    0    0
60    1183    0    0
60    1186    0    0
60    1185    0    0
60    1185    0    0
60    1185    0    0
60    1184    0    0
60    0    0    0
60    1176    0    0
60    1212    0    0
60    1179    0    0
60    1214    0    0
60    1190    0    0
60    1212    0    0
60    1196    0    0
60    1203    0    0
60    1200    0    0
60    1197    0    0
60    1203    0    0
60    1194    0    0
60    1198    0    0
60    1197    0    0
60    1195    0    0
60    1198    0    0
60    1197    0    0
60    1196    0    0
60    1198    0    0
60    1201    0    0
60    1196    0    0
60    1195    0    0
60    1194    0    0
60    1197    0    0
60    1199    0    0
60    1198    0    0
60    1197    0    0
60    1196    0    0
60    1198    0    0
60    0    0    0
60    1250    0    0
60    1212    0    0
60    1250    0    0
60    1230    0    0
60    1219    0    0
60    1212    0    0
60    1217    0    0
60    1222    0    0
60    1224    0    0
60    1219    0    0
60    1208    0    0
60    1212    0    0
60    1210    0    0
60    1213    0    0
60    1214    0    0
60    1212    0    0
60    1219    0    0
60    1212    0    0
60    1210    0    0
60    1216    0    0
60    1210    0    0
60    1209    0    0
60    1214    0    0
60    1209    0    0
60    1211    0    0
60    1212    0    0
60    1211    0    0
60    1212    0    0
60    1213    0    0
60    0    0    0
60    1184    0    0
60    1209    0    0
60    1197    0    0
60    1192    0    0
60    1189    0    0
60    1198    0    0
60    1195    0    0
60    1193    0    0
60    1192    0    0
60    1189    0    0
60    1195    0    0
60    1200    0    0
60    1197    0    0
60    1201    0    0
60    1199    0    0
60    1198    0    0
60    1205    0    0
60    1199    0    0
60    1206    0    0
60    1204    0    0
60    1203    0    0
60    1198    0    0
60    1204    0    0
60    1206    0    0
60    1201    0    0
60    1200    0    0
60    1199    0    0
60    1204    0    0
60    1200    0    0
60    0    0    0
60    1176    0    0
60    1176    0    0
60    1173    0    0
60    1171    0    0
60    1189    0    0
60    1186    0    0
60    1195    0    0
60    1192    0    0
60    1199    0    0
60    1196    0    0
60    1195    0    0
60    1186    0    0
60    1191    0    0
60    1190    0    0
60    1189    0    0
60    1188    0    0
60    1184    0    0
60    1191    0    0
60    1190    0    0
60    1190    0    0
60    1188    0    0
60    1195    0    0
60    1191    0    0
80    1190    0    0
80    1192    0    0
80    1192    0    0
80    1191    0    0
80    1193    0    0
80    1195    0    0
80    1194    0    0
80    0    0    0
80    1250    0    0
80    1180    0    0
80    1200    0    0
80    1250    0    0
80    1234    0    0
80    1237    0    0
80    1239    0    0
80    1240    0    0
80    1250    0    0
80    1242    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1244    0    0
80    1245    0    0
80    1254    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1253    0    0
80    1253    0    0
80    1250    0    0
80    1253    0    0
80    1253    0    0
80    1250    0    0
80    1250    0    0
80    1252    0    0
80    1255    0    0
80    1252    0    0
80    0    0    0
80    1250    0    0
80    1209    0    0
80    1223    0    0
80    1250    0    0
80    1234    0    0
80    1250    0    0
80    1250    0    0
80    1240    0    0
80    1241    0    0
80    1242    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1255    0    0
80    1254    0    0
80    1254    0    0
80    1250    0    0
80    1253    0    0
80    1253    0    0
80    1250    0    0
80    1246    0    0
80    1250    0    0
80    1246    0    0
80    1252    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1252    0    0
80    1250    0    0
80    0    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1269    0    0
80    1280    0    0
80    1275    0    0
80    1270    0    0
80    1278    0    0
80    1266    0    0
80    1272    0    0
80    1270    0    0
80    1268    0    0
80    1261    0    0
80    1260    0    0
80    1260    0    0
80    1264    0    0
80    1258    0    0
80    1262    0    0
80    1265    0    0
80    1268    0    0
80    1264    0    0
80    1266    0    0
80    1263    0    0
80    1265    0    0
80    1264    0    0
80    1261    0    0
80    1263    0    0
80    1263    0    0
80    1260    0    0
80    0    0    0
80    1346    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1280    0    0
80    1276    0    0
80    1272    0    0
80    1279    0    0
80    1267    0    0
80    1273    0    0
80    1263    0    0
80    1262    0    0
80    1267    0    0
80    1260    0    0
80    1260    0    0
80    1268    0    0
80    1272    0    0
80    1266    0    0
80    1269    0    0
80    1268    0    0
80    1264    0    0
80    1267    0    0
80    1263    0    0
80    1262    0    0
80    1265    0    0
80    1261    0    0
80    1263    0    0
80    1266    0    0
80    1262    0    0
80    1265    0    0
80    0    0    0
80    1388    0    0
80    1323    0    0
80    1273    0    0
80    1268    0    0
80    1250    0    0
80    1262    0    0
80    1260    0    0
80    1250    0    0
80    1258    0    0
80    1250    0    0
80    1256    0    0
80    1250    0    0
80    1261    0    0
80    1260    0    0
80    1254    0    0
80    1254    0    0
80    1258    0    0
80    1254    0    0
80    1257    0    0
80    1261    0    0
80    1257    0    0
80    1256    0    0
80    1259    0    0
80    1256    0    0
80    1261    0    0
80    1261    0    0
80    1258    0    0
80    1260    0    0
80    1260    0    0
80    0    0    0
80    1323    0    0
80    1287    0    0
80    1250    0    0
80    1250    0    0
80    1265    0    0
80    1250    0    0
80    1239    0    0
80    1240    0    0
80    1250    0    0
80    1250    0    0
80    1256    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1254    0    0
80    1250    0    0
80    1250    0    0
80    1253    0    0
80    1250    0    0
80    1257    0    0
80    1256    0    0
80    1259    0    0
80    1259    0    0
80    1256    0    0
80    1258    0    0
80    1255    0    0
80    1258    0    0
80    1257    0    0
80    0    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1275    0    0
80    1271    0    0
80    1259    0    0
80    1258    0    0
80    1265    0    0
80    1250    0    0
80    1256    0    0
80    1255    0    0
80    1250    0    0
80    1250    0    0
80    1254    0    0
80    1250    0    0
80    1254    0    0
80    1253    0    0
80    1253    0    0
80    1257    0    0
80    1256    0    0
80    1253    0    0
80    1250    0    0
80    1252    0    0
80    1250    0    0
80    1252    0    0
80    1252    0    0
80    1250    0    0
80    1252    0    0
80    0    0    0
80    1176    0    0
80    1212    0    0
80    1250    0    0
80    1231    0    0
80    1250    0    0
80    1250    0    0
80    1239    0    0
80    1258    0    0
80    1258    0    0
80    1257    0    0
80    1250    0    0
80    1256    0    0
80    1255    0    0
80    1255    0    0
80    1260    0    0
80    1254    0    0
80    1258    0    0
80    1254    0    0
80    1257    0    0
80    1257    0    0
80    1257    0    0
80    1256    0    0
80    1253    0    0
80    1253    0    0
80    1256    0    0
80    1255    0    0
80    1255    0    0
80    1252    0    0
80    1252    0    0
80    0    0    0
80    1428    0    0
80    1290    0    0
80    1276    0    0
80    1269    0    0
80    1280    0    0
80    1275    0    0
80    1260    0    0
80    1259    0    0
80    1274    0    0
80    1280    0    0
80    1270    0    0
80    1269    0    0
80    1273    0    0
80    1271    0    0
80    1269    0    0
80    1264    0    0
80    1263    0    0
80    1266    0    0
80    1265    0    0
80    1261    0    0
80    1260    0    0
80    1260    0    0
80    1266    0    0
80    1265    0    0
80    1262    0    0
80    1261    0    0
80    1258    0    0
80    1260    0    0
80    1257    0    0
80    1260    0    0
80    0    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1260    0    0
80    1250    0    0
80    1250    0    0
80    1257    0    0
80    1256    0    0
80    1250    0    0
80    1250    0    0
80    1250    0    0
80    1254    0    0
80    1254    0    0
80    1250    0    0
80    1258    0    0
100    1253    0    0
100    1250    0    0
100    1257    0    0
100    1253    0    0
100    1253    0    0
100    1256    0    0
100    1258    0    0
100    1258    0    0
100    1258    0    0
100    1257    0    0
100    1260    0    0
100    0    0    0
100    1323    0    0
100    1323    0    0
100    1299    0    0
100    1305    0    0
100    1295    0    0
100    1287    0    0
100    1282    0    0
100    1296    0    0
100    1283    0    0
100    1287    0    0
100    1297    0    0
100    1281    0    0
100    1290    0    0
100    1292    0    0
100    1290    0    0
100    1292    0    0
100    1293    0    0
100    1287    0    0
100    1289    0    0
100    1291    0    0
100    1288    0    0
100    1294    0    0
100    1292    0    0
100    1290    0    0
100    1291    0    0
100    1293    0    0
100    1288    0    0
100    1289    0    0
100    1293    0    0
100    0    0    0
100    1315    0    0
100    1363    0    0
100    1326    0    0
100    1321    0    0
100    1308    0    0
100    1299    0    0
100    1314    0    0
100    1314    0    0
100    1307    0    0
100    1301    0    0
100    1303    0    0
100    1299    0    0
100    1296    0    0
100    1303    0    0
100    1295    0    0
100    1296    0    0
100    1294    0    0
100    1295    0    0
100    1297    0    0
100    1295    0    0
100    1292    0    0
100    1290    0    0
100    1292    0    0
100    1293    0    0
100    1292    0    0
100    1296    0    0
100    1297    0    0
100    1292    0    0
100    1293    0    0
100    1292    0    0
100    0    0    0
100    1315    0    0
100    1319    0    0
100    1299    0    0
100    1305    0    0
100    1295    0    0
100    1299    0    0
100    1303    0    0
100    1305    0    0
100    1299    0    0
100    1302    0    0
100    1297    0    0
100    1293    0    0
100    1290    0    0
100    1292    0    0
100    1290    0    0
100    1296    0    0
100    1289    0    0
100    1291    0    0
